id,app_id,name,price,description,city,year_of_building,floor,square,renovation
31,685456069,"4-комнатная квартира, 174 м², 6/6 этаж, Нажимеденова 14/1",130 000 000〒,"В продаже шикарная квартира в одном из лучших домов премиум класса, ремонт выполнен из качественных и премиальных материалов, полностью меблирована, бытовая техника “Smeg”, сантехника “Grohe”.   Сатылымда ең жақсы премиум класстағы үйлердің біріндегі сәнді пәтер, жөндеу жұмыстары жоғары сапалы және премиум материалдардан жасалған, толық жиһаздалған, Smeg тұрмыстық техникасы, Grohe сантехникасы.",Астана,2015,6 из 6,174 м²,хорошее
32,674013898,"2-комнатная квартира, 65.94 м², Абая 10/1",,"Сдача IV блока - 2 квартал 2024 годаПрограмма ""7-20-25"" не действует для данной квартирыЖК «Столичный-2» комфорт-класса отличается оригинальным дизайнерским решением фасада – в нем причудливо соединились современные европейские и восточные идеи. Это вторая очередь известного комплекса от TOO MERIDAN stroy LTD. Новостройка расположена в активно застраиваемом районе Астаны, где можно найти все необходимое для комфортного проживания.Преимущества ЖК:💥Уютные квартиры в интересных планировках;💥Второй – гостевой – санузел в части квартир;💥Продуманная придомовая территория – ничего лишнего;💥Магазин и детский сад на территории комплекса;💥Круглосуточное видеонаблюдение.💥 Видеодомофоны, квартирные двери с электронным замкомЛокацияЖК «Столичный-2» возводится в отличном, активно развивающемся районе Астаны – Сарыарка, на проспекте Абая, недалеко от набережной реки Есиль. Новостройка расположена в шаговой доступность ко всем необходимым социально-бытовым объектам.Инфраструктура районаВ шаговой доступности от ЖК «Столичный-2» находятся:магазин с товарами первой необходимости;школа;детский сад;сквер;поликлиника.В непосредственной близости от комплекса находятся несколько магазинов разного профиля, банковские и почтовые отделения, кафе, рестораны, спортивные залы, спа-салоны, парикмахерские. Совсем рядом отсюда расположен Президентский сквер.Транспортная доступностьПо соседству с ЖК «Столичный-2» (Астана) находится остановка общественного транспорта. Недалеко проходят важные транспортные магистрали столицы, по ним можно быстро попасть в любой район города.Особенности новостройки«Столичный-2» – ЖК из двух жилых секций по 24 этажа каждая. Новостройка возводится по железобетонной монолитной технологии. Наружные стены обшиваются газобетонными блоками. Они же используются для возведения межквартирных и межкомнатных стен. Для утепления, гидро- и шумоизоляции зданий используются современные высокоэффективные материалы. В секциях расположены бесшумные современные лифты – по два пассажирских и одному грузовому. Водопровод (холодная и горячая вода) и канализация проведены до точек внутри квартиры.Благоустройство двораПроектом ЖК «Столичный-2» в Астане предусмотрено ландшафтное озеленение внутренней территории и уличное освещение. Во дворе будут расположены:детская площадка;спортивный уличный комплекс;беседки;собственный магазин;собственный детский сад;наземный паркинг.За безопасность владельцев недвижимости в комплексе и их гостей отвечает организованное круглосуточное видеонаблюдение. Работает круглосуточная охрана. Реализована пропускная система, исключен несанкционированный доступ на территорию ЖК злоумышленников.О жилой недвижимостиВ жилом комплексе более 300 квартир с количеством комнат от 1 до 3, площадью от 39,4 до 79,05 м2 с кухнями в отдельном помещении. Все они сдаются в черновой отделке. Высота потолков 2,8 м. В трехкомнатных квартирах имеется второй – гостевой – санузел. Здания подключены к центральному городскому отоплению, в квартирах уже установлены биметаллические радиаторы. Перечень инженерного оборудования включает электрическую проводку, холодный и горячий водопровод, канализацию (без монтажа сантехнического оборудования). Входные двери в квартиры – металлические, окна – металлопластиковые на двухкамерном профиле с тройным стеклопакетом. Окна, выходящие на балконы и лоджии, имеют двойные стеклопакеты. Балконы и лоджии остеклены одинарными витражами.О застройщикеЗдания возводит TOO MERIDAN stroy LTD. Застройщик работает на рынке с начала 2000-х годов. ЖК «Столичный-2» (Астана) – далеко не первый его успешно реализованный проект.",Астана,2024,,65.94 м²,
33,690129719,"2-комнатная квартира, 67.27 м², Туран 71",,"Жилой комплекс RAUDA в Астане – это уютные квартиры комфорт и бизнес-класса в спокойном районе на левом берегу столицы. Включают все необходимые условия для комфортного проживания, в том числе и развитую инфраструктуру. Жилой комплекс комфорт + с элементами бизнес-класса! Находится на левобережье столицы, на первой линии проспекта Туран.Преимущества ЖК💥Улучшенная шумоизоляция💥Витражные балконы💥Увеличенная толщина стен💥Дизайнерский холл на всех этажах💥Барбекю зона💥Блок-ниша для кондиционеров💥Смарт-замки с FaceID💥Школа в шаговой доступности💥Закрытый двор💥Наземеный тёплый паркинг💥Круглосуточное видеонаблюдение💥Строится школа в 400 метрахЛокацияЖилой комплекс «Рауда» в Астане располагается по адресу Туран 71 (первая линия проспекта). ЖК окружен развитой инфраструктурой. В шаговой доступности находится Ботанический сад, Астана Арена и Экспо-2017.Инфраструктура микрорайонаЖК RAUDA в Астане располагается в развитом районе. В шаговой доступности находятся продовольственные и продуктовые магазины, аптеки, кафе и точки общественного питания, стоматологические кабинеты и клиники. Для семей с детьми имеются школы, детские сады,В непосредственно близости располагается Астана Арена, Ботанический сад, «Экспо2017», Назарбаев университет, Национальный университет, Astana IT University. В двух километрах будет находится Ellington Mall и Эко-парк.Транспортная доступностьБлижайшая остановка располагается непосредственно около ЖК «Рауда» в Астане. Расстояние до ближайшего вокзала составляет 5 километров. Добраться до аэропорта можно на машине за 20 минут.Особенности комплексаКомплекс включает в себя два 15-этажных подъезда. Использованы качественные утеплители фирмы Технониколь. В каждом подъезде установлены 2 высокоскоростных лифта фирмы Canny, имеется круговая парковка для жителей и наземный паркинг. Дизайнерский холл на каждом этаже (керамогранит), подключены Face ID домофоны. В квартирах установлены металлопластиковые окна с энергосберегающим стеклопакетом. Дизайнерские входные двери с казахским орнаментом, smart-замки с Face ID. Витражные балконы во всех квартирах, в пентхаусах террасы с панорамным видом на столицу.Благоустройство двораТерритория ЖК RAUDA оборудована для комфортного отдыха как взрослых, так и детей. Имеются детские площадки с горками и качелями, установлены скамейки, беседки, организованы зоны озеленения клумбы у подъездов. Также имеются спортивные площадки, тротуары для прогулок, вся территория освещается, имеется видеонаблюдение. Для удобства жителей имеется наземный паркинг.О жилой недвижимостиЖК «Рауда» предлагает будущим владельцам 1 и 3-комнтаные квартиры и 4-5 комнатные пентхаусы площадью от 39.96 до 183 кв.м. Жилье реализуется в предчистовой отделке с установленными окнами, межкомнатными и входными дверями, подключенными системами коммуникации. Продажа возможна за наличный расчет и в рассрочку от застройщика.О застройщикеСтроительством комплекса занимается международная компания TOO DFK Group. Компания с 20 летним опытом специализируется на возведении жилых строений в Астане и Дубае с применением современных строительных материалов.",Астана,2024,,67.27 м²,
34,687985248,"2-комнатная квартира, 62.1 м², Е 882 участок 7",,"Жилой квартал «Ferrum City» объединяет два берега нашей столицы в единое целое. 37 блоков жилого квартала вдохнут новую жизнь в набережную реки Есиль.Преимущества💥Дизайнерские холлы, вдохновленные дизайном холлов Европейских отелей💥Трехслойная шумоизоляция💥На площадке 4-5 квартир💥Увеличенный размер окон с панорамным видом на набережную реки Есиль и весь левый берег. 5. Кирпичная кладка наружных стен квартирыМестоположениеЖилой Квартал Ferrum City расположен вдоль набережной реки Есиль в экологичном районе города неподалеку от мечети Ырыскелді Қажы. Жизнь в уединении от городской суеты и в шаговой доступности от необходимой инфраструктуры – великолепное сочетание для комфортной жизни в комплексе бизнес-класса. Роскошные виды с окон вашей новой квартиры на всю Столицу и набережную, будут дополнять ваши будни эстетикой и счастьем.АрхитектураЖилой район «Ferrum City», состоящий из трех кварталов, смысловым центром которых станет часть набережной, многие годы остававшаяся загадкой даже для жителей столицы.Каркас здания - железобетонный монолитНаружные стены - из газобетонных блоковУтеплитель - плиты из минваты толщиной 10 смВентилируемый фасад из фиброцементной панели.ИнфраструктураВ шаговой доступности находятся:Школа – гимназия №80, им. С. СейфулинаШкола – гимназия №65Школа – лицей №60 акимата г. АстаныДетский сад «Жанарым»Мечеть «Ырыскелді Қажы»ЦОНСупермаркеты, магазины, кафе, рестораныГос. поликлиника №10Остановки во все направления городаНабережная",Астана,2024,,62.1 м²,
35,687325908,"2-комнатная квартира, 61.95 м², Нарикбаева",,"Преимущества:💥Озелененная территория💥Коммерческие помещения💥Зоны для отдыха💥Детские площадкиО проектеEVA - лаконично эстетичный и продуманный жилой комплекс, созданный чтобы хранить тепло домашнего уюта и дарить энергию жизни и благо всем, кто его населяет. Минималистично изящные фасады EVA призваны радовать своим видом вас и ваших гостей,современный двор - обеспечивать безопасность и удобство, дарить радость вам и вашим детям, а авторские холлы и квартиры EVA - это настоящее пространство уюта, наполненное заботой и любовью к его будущим жителям.МестоположениеЖилой комплекс расположен в одной из лучших локаций левого берега - в квартале между ул. Кайым Мухамедханова и Коргальжинским шоссе, на пересечении улиц Баян Сулу и Нарикбаева, в шаговой доступности находятся школы и детские сады, университеты, а также ТРЦ Хан Шатыр и Сарыарка.ИнфраструктураДетские сады и школы:Детский сад Баян Сулу - 1 минШкола №79 - 1 минМеждународная школа QCI - 3 минВоенный колледж («Жас Улан») - 3 минГимназия №81 (Astana English school) - 5 минУниверситеты:КАЗГЮУ - 8 минКазахский Университеттехнологии и бизнеса - 4 минМедицинские центры:iMED CLINIC - 2 минТРЦ и супермаркеты:Small - 4 минХан Шатыр - 10 минСарыарка - 10 минРелигия и культура:Мечеть - 1 минАстана Опера - 10 минАрхитектураКаркас и наружные стены из кирпича обеспечат отличную шумо - и теплоизоляцию,а высококачественные и эстетичные материалы фасада будут радовать вас многие годы, не теряя актуальности, благодаря своей износостойкостии долговечности.",Астана,2024,,61.95 м²,
36,690811866,"2-комнатная квартира, 40 м², 2/4 этаж, Е652",19 900 000〒,"Продается прекрасная 2х. комн. квартира-студия в ЖК «Family Town» на левом берегу  ⦁ Свежий новый ремонт, только закончили;  ⦁ Все делали для себя, денег не жалели на ремонт;  ⦁ Застройщик – Bi Group;  ⦁ Дом комфорт класса;  ⦁ Не в залоге;  ⦁ Не угловая;  ⦁ документы все в порядке;  ⦁ Рассматривается ипотека, пенсионные или наличный расчет;  ⦁ 2 этаж, что очень удобно;  ⦁ Хорошая шумоизоляция;  ⦁ Широкие подъезды;  ⦁ Бесшумный и комфортный лифт;  ⦁ Хороший, закрытый двор с детскими и спортивными площадками;  ⦁ Двор тихий, находится под видеонаблюдением;  ⦁ Цена очень хорошая для этого района;  ⦁ На территории жилого комплекса есть магазины, аптеки, студии красоты, детские образовательные центры;  ⦁ В 15 минутах находится EXPO, Республикалық Бас Мешіт, Ботанический сад, Назарбаев университет, Назарбаев школа, MEGA SILK WAY и многое другое.  Дополнительно: от компании полное юридическое сопровождение по ипотеке и пенсионным отчислениям.",Астана,2015,2 из 4,40 м²,
37,682690894,"2-комнатная квартира, 69.42 м², Байтурсынова — А426",,"Жилой квартал «Dauletti Qalashyq» - современный масштабный проект компании «Grand Building Group», в котором детально проработаны все аспекты комфортной и гармоничной семейной жизни в современном городе.Преимущества:💥IP домофония,💥электронный замок,💥пожарная сигнализация,💥датчик протечки воды,💥Face ID💥Touch ID💥Есть коммерческие помещения, высота потолков: 4 метра💥Въезд в паркинг по считыванию номеров💥Видеонаблюдение💥Пост/-ы охраны💥Контроль въезда и выезда на территориюМестоположениеМы возводим первую очередь жилого квартала - жилой комплекс «Dauletti Qalashyq» в развивающемся районе нашего города. Жилой комплекс будет состоять из двух домов и расположится на пересечении улиц А.Байтурсынова, А426 и А427.﻿Архитектура:В первом доме 402 квартиры, во втором - 325Предусмотрены 1, 2, 3 и 4 комнатные квартирыНа площадке 4-5 квартирВысота потолков в квартирах составляет 3 метра.2 скоростных и бесшумных лифта (1 пассажирский, 1 грузовой)18 этажей - 3 бесшумных лифта (2 пассажирских, 1 грузовой)Межкомнатные стены: газа блокДетские игровые зоны, спортивные площадки, ландшафтные дизайныИнфраструктураВ концепции жилого комплекса предусмотрено всё необходимое для полноценной жизни: на первых этажах расположены помещения для продуктовых магазинов, аптек, ресторанов, кафе, детских учреждении и многого другого. Рядом с комплексом расположена современная школа Binom, новый, железнодорожный вокзал “Нұрлы жол”, в ближайшем окружении - супермаркеты, строительные магазины, спортивные комплексы.БлагоустройствоДвор комплекса без заезда машин - это отличный и безопасный выбор для людей, которым важны удобство и комфорт не только внутри своей квартиры, но и за ее пределами. Во дворе дома будут построены детские игровые зоны, спортивные площадки, беседки, ландшафтный дизайн дворового пространства. Здесь вы сможете отдыхать со своими детьми и наслаждаться прогулками на свежем воздухе.Квартиры в ЖК “Dauletti Qalashyq” будут обладать следующим рядом преимуществ: IP-домофония, электронные замки Touch ID, пожарная сигнализация, Face ID. В комплексе имеется свой вместительный подземный паркинг, пост охраны. Видеонаблюдение паркинга, двора и комплекса по периметру будут работать 24 часа в сутки. Интеллектуальное освещение позволит значительно сэкономить затраты за электроэнергию и контроль въезда и выезда машин.ЖК “Dauletti Qalashyq” - это современный взгляд на жизнь в прогрессивно развивающемся районе столицы.",Астана,2024,,69.42 м²,
38,687015013,"1-комнатная квартира, 48.34 м², Толе Би",,"⚡Акция⚡Скидки на квартиры!Однокомнатная:15 481 575 тнг, вместо 17 201 750 тнгДвухкомнатная:18 796 585 тнг, вместо 20 425 450 тнгТрехкомнатная:29 066 600 тнг, вместо 32 913 650 тнгУспейте исполнить свою мечту вместе с DDDgroup.Преимущества:➕Местоположение ЖК➕Высота потолков 3 м➕Высота окна 2 м➕Центральные коммуникации➕Дизайн холлов: холлы выполнены в современной индивидуальной концепции➕Ландшафтный дизайн: продуманная территория дворов с большим многообразием детских площадок и уютными зелеными зонами для отдыха➕Безопасность: закрытый, внутренний двор без машин, видеонаблюдение по всему периметру дома, местах общего пользования (паркинг, лифты)➕Надземный паркинг➕Умный замок на входной двери в квартируМестоположенииеЖилой Комплекс «West Side» расположился в одном из самых востребованных и быстроразвивающихся районов левого берега нашей столицы, в западной его части, на пересечении ул. Толе Би и №26 (Бухар Жырау) рядом с проспектом Туран. С доступом к деловому и культурному центру города и объектами всей необходимой инфраструктуры.ИнфраструктураВ пяти минутах будут расположены три школы и детские сады, одна из них «Комфортная школа». Также рядом: легкоатлетический комплекс «Qazaqstan», озеро Малый Талдыколь (в будущем будет будет создан экопарк), ​многофункциональный ледовый дворец «Барыс-Арена», школа «Alpamys school», ледовый дворец «Алау», фитнес-клуб «Invictus GO», стадион «Астана-Арена», велотрек «Сарыарка», ботанический сад, школа-лицей №85 им. Тамима бен Хамада аль-Тани, школа-лицей №84, супермакеты «Small», «Magnum», ТРЦ «Mega Silk Way», университет «Назарбаев Университет», павильон-музей «Нұр Әлем» (EXPO-2017), ТРЦ Ellington Mall (открытие в 2025 году), детские сады, аптеки, магазины, частные клиники.Технические характеристикиЖилой комплекс состоит из четырех 9-ти этажных блоков со встроенными торгово-офисными помещениями и одноэтажным паркингом. 1 и 4 блоки имеют угловую конфигурацию, а 2 и 3 прямоугольную. За основу внешнего облика «West Side» взяты лучшие образцы конструктивистского градостроения с их оптимальной высотностью, выверенной геометрией линий и выдержанным визуальным решением.ПланировкиКвартиры сдаются в улучшенной черновой отделке и готовы к чистовому ремонту. Благодаря удобным планировкам и высоким потолкам Вы сможете реализовать все свои пожелания в организации пространства.",Астана,2024,,48.34 м²,
39,689435808,"1-комнатная квартира, 43.13 м², 6/9 этаж, Айнакол 66/1",19 500 000〒,"Срочно продается однокомнатная квартира в ЖК “Senator Park”   Дом - комфорт класса!   Очень развитая инфраструктура!   Очень хорошая транспортная развязка.   Крытый двор, со своей детской площадкой.  Квартира продается полностью с мебелью и по выгодной цене.   Вся мебель и техника бытовая новая. Классное месторасположение: рядом школа, детский сад, магазины, остановки.  За наличный расчет.   Уместен торг.  По всем вопросам звонить!",Астана,2022,6 из 9,43.13 м²,хорошее
40,678811620,"4-комнатная квартира, 104.24 м², Улы дала",,"Преимущества:💥Дизайнерские холлы💥Зоны для отдыха💥Озелененная территория💥Встроенный паркинг💥Увеличенные окнаРасположениеКомплекс находится в окружении готовых объектов инфраструктуры города: школа, спортивный комплекс, заправки, магазины. Разветвленная транспортная инфраструктура, возможность добраться до нового вокзала ""Нрлы жол"" и Аэропорта столицы за очень короткое время. Жилой комплекс расположен в живописной зоне, что нашло отражение в общей планировочной структуре участка и композиционном решении объектов, составляющих структуру комплекса. Он сочетает в себе множество преимуществ — от расположения и озелененной территории до свободных планировок и развитой внутренней инфраструктуры.АрхитектураКомплекс, который сочетает в себе современные технологии строительства и лаконичный стиль архитектуры, качество и доступность для покупателей. ЖК «AIVA» строится по проспекту Улы Дала , на обширной территории площадью 1,2021 Га и состоит из двух очередей , 1-ая очередь 176 квартир , 2 очередь 144 квартир , в общем 320 квартир.Каркас - монолитный железобетон. Высотак потолка жилой площадки - 2.85мФасад - вентилируемый, из фиброцементных панелей. Освещение фасада подчеркивает архитектуру ЖКВитражи балконные - металлопластиковые оконные блоки с двойным остеклением.БлагоустройствоПридомовая территория будет благоустроена. Современный ландшафтный дизайн, закрытый двор, с уличным видеонаблюдением, детская площадка, work out зона. Озеленению подлежит семьдесят процентов площадей участка. Здесь появятся клумбы, цветники, лужайки. Запроектированы коворкинг и зона для променада. ЖК «AIVA» расположен рядом с необходимыми объектами социальной инфраструктуры. В пешей доступности будут располагаться - школа, детский сад, спорткомплекс, магазины. Напротив торгово-развлекательный центр открытие в 2024 г.",Астана,2023,,104.24 м²,
41,689393958,"1-комнатная квартира, 40.41 м², 1/9 этаж, Жургенова 19 — Жургенова, А,Байтурсынұлы, Ж .Нажмиденова",17 500 000〒,"Пластиковые окна, улучшенная, новая сантехника, тихий двор.Жилой комплекс Kerey – современная новостройка эконом-класса. В районе с отличной транспортной доступностью и развитой инфраструктурой. Жилье отличается доступной стоимостью.    Квартира с ремонтом, с мебелью.  Планировка отличная: кухня отдельно, зал просторный, имеется лоджия.  Красивая входная группа.  Дом кирпичный, теплый, хорошая шумоизоляция.  Локация дома отличное:рядом школа-гимназия 86, садик 66- Толагай, школа Бином, смолл, магнум все в шаговой доступности, не далеко вокзал Нурлы жол, алея Мынжылдык.  Первый этаж высокий.  Документы ДДУ.",Астана,2023,1 из 9,40.41 м²,хорошее
42,682022324,"2-комнатная квартира, 62.3 м², Е-344",,"Готовые квартиры с документами, сданные в эксплуатацию!⚡Супер акция!⚡Лимит 17 квартир по сниженной цене;Малоквартирный дом, заселённость более 70%;Выбор планировок квартиры не «с листа», а «вживую» на объекте;Благоприятное соседство с собственниками квартир;Комфорт + класс, индивидуальные гаражные блоки.Ипотека от застройщика:Первоначальный взнос - 20% от стоимости жилья!Оформление через БЦК банк, Halyk bank  – сниженная ставка по ипотеке 14,5%Отбасы банк – от 8,5% для застройщиков.Получение ключей от квартиры после оформления сразу же, не дожидаясь регистрации!Выбор квартиры и заключение договора купли-продажи за 1 день!Пошаговая помощь в сопровождении ипотеки без лишних действий.Осталось совсем немного квартир!Преимущества:💥 Идеальное жилье для семейной жизни – закрытый двор, малоквартирные дома, удаленные от шума дорог;💥 Европейский архитектурный стиль и планировочные решения квартир;💥 Благоустроенный двор, безопасная прилегающая территория;💥 Расположение в прекрасной зелёной части столицы, вблизи лесопосадки «Астана Орманы»;💥 Провождение времени на свежем воздухе выше на 50%, чем в густонаселенных ЖК;💥 Индивидуальные Гаражные блоки.МестоположениеЖилой комплекс «GOLD LAND» – это новый европейский проект на левобережье города Астана, расположен в отличном районе Expo и Главной мечети, вблизи Школы-лицея №88 по улице Е-344.Благоустройство двораДвор ЖК «GOLD LAND»образован четырьмя точечными зданиями и оснащён:детским игровым комплексом;спортивной площадкой work out;зонами для семейного и дружеского отдыха;безопасными пешеходными дорожками;удобными автомобильными проездами;уличным освещением.Работает круглосуточное видеонаблюдение, камеры установлены по периметру внутренней территории и во всех местах общего пользования. Несанкционированный доступ посторонних во двор или в здания практически невозможен. Жить здесь – совершенно безопасно.Инфраструктура:Вблизи школа–лицей №88 – 2 мин.;Школа Binom им. А. КекильбаеваДетский сад НИШ– 2 мин.;Больница Управления Делами Президента РК – 10 мин.;Новая Главная Мечеть – 8 мин.;Экспо «Нұр–Әлем» – 13 мин.;Пр. Мәңгілік Ел (Триумфальная Арка) – 15 мин.;Family Village – 5 мин.",Астана,2022,,62.3 м²,
43,687924747,"2-комнатная квартира, 68.3 м², 3/9 этаж, Малика Габдуллина 12/2 — Иманова - Иманбаевой",39 000 000〒,"Пластиковые окна, комнаты изолированы, встроенная кухня, тихий двор.Продам 2-комнатную квартиру в кирпичном доме 3(9), ЖК Айя золотой квадрат, с мебелью. Мебель в отличном состоянии. Имеется личная кладовка на лестничной площадке. Набережная 10-12 минут ходьбы от дома. Рядом с домом Магнум, ЦОН, банки, аптеки. Цена 39000000 тенге. Торг уместен  Супер район  Золотой квадрат  Все в шаговой доступности    Отличная 2-х комнатная  Распашонка, 7 этаж из 9  Тишина, спокойствие  Летом слышно как поют птицы по утрам) Дом очень добротный, кирпичный  Двор закрыт, въезд по пропускам    квартира продается с мебелью  Покупайте, заезжайте и живите!    Во дворе есть абсолютно все для  детей и взрослых",Астана,2015,3 из 9,68.3 м²,хорошее
